ID	DOCULECT	CONCEPT	IPA	SEGMENTS	ALIGNMENT	COGID
1297	Sakimotobu	FLOWER_MORPHEME1	ɸ a n aː	ɸ a n aː	ɸ a n aː	29
1298	San	FLOWER_MORPHEME1	h a n a	h a n a	h a n a	29
1299	Sani	FLOWER_MORPHEME1	p a n a	p a n a	p a n a	29
1300	Sena	FLOWER_MORPHEME1	h a n aː	h a n aː	h a n aː	29
1301	Serikaku	FLOWER_MORPHEME1	h a n aː	h a n aː	h a n aː	29
1302	Shiomichi	FLOWER_MORPHEME1	p a n a	p a n a	p a n a	29
1303	Shitooke	FLOWER_MORPHEME1	h a n a	h a n a	h a n a	29
1304	Shuri	FLOWER_MORPHEME1	h a n a	h a n a	h a n a	29
1305	Sonai	FLOWER_MORPHEME1	p a n a	p a n a	p a n a	29
1306	Taketomi	FLOWER_MORPHEME1	h a n a	h a n a	h a n a	29
1307	Tarama	FLOWER_MORPHEME1	p a n a	p a n a	p a n a	29
1308	Tatsugo	FLOWER_MORPHEME1	h a n a	h a n a	h a n a	29
1309	Uechi	FLOWER_MORPHEME1	p a n a	p a n a	p a n a	29
1310	Uegusuku	FLOWER_MORPHEME1	h a n a	h a n a	h a n a	29
1311	Wadomari	FLOWER_MORPHEME1	h a n a	h a n a	h a n a	29
1312	Wan	FLOWER_MORPHEME1	h a n a	h a n a	h a n a	29
1313	Yadon	FLOWER_MORPHEME1	h a n a	h a n a	h a n a	29
1314	Yonaguni	FLOWER_MORPHEME1	h a n a	h a n a	h a n a	29
1315	Yoro	FLOWER_MORPHEME1	h a n a	h a n a	h a n a	29
1316	Yuwan	FLOWER_MORPHEME1	h a n a	h a n a	h a n a	29
1317	Chabana	FOUR_MORPHEME1	j uː ʧ i	j uː ʧ i	j uː ʧ - i	30
1318	Hateruma	FOUR_MORPHEME1	j uː ʦ ɨ	j uː ʦ ɨ	j uː ʦ - ɨ	30
1319	Hentona	FOUR_MORPHEME1	j uː ʧ i	j uː ʧ i	j uː ʧ - i	30
1320	Hirara	FOUR_MORPHEME1	j uː ʦ ɨ	j uː ʦ ɨ	j uː ʦ - ɨ	30
1321	Ie	FOUR_MORPHEME1	j uː ʦ i	j uː ʦ i	j uː ʦ - i	30
1322	Iheya	FOUR_MORPHEME1	j uː ʧ i	j uː ʧ i	j uː ʧ - i	30
1323	Ikema	FOUR_MORPHEME1	j uː ʦ ɨ	j uː ʦ ɨ	j uː ʦ - ɨ	30
1324	Isen	FOUR_MORPHEME1	j uː ʦ ɨ	j uː ʦ ɨ	j uː ʦ - ɨ	30
1325	Ishigaki	FOUR_MORPHEME1	j uː ʦ ɨ	j uː ʦ ɨ	j uː ʦ - ɨ	30
1326	Ishikawa	FOUR_MORPHEME1	j uː ʧ i	j uː ʧ i	j uː ʧ - i	30
1327	Itoman	FOUR_MORPHEME1	j uː ʧ i	j uː ʧ i	j uː ʧ - i	30
1328	Izena	FOUR_MORPHEME1	j uː ʧ i	j uː ʧ i	j uː ʧ - i	30
1329	Kagoshima	FOUR_MORPHEME1	j o ʔ	j o ʔ	j o ʔ - -	30
1330	Kametsu	FOUR_MORPHEME1	j uː ʦ ɨ	j uː ʦ ɨ	j uː ʦ - ɨ	30
1331	Keraji	FOUR_MORPHEME1	j uː t u	j uː t u	j uː t - u	30
1332	Koniya	FOUR_MORPHEME1	j u t	j u t	j u t - -	30
1333	Kudaka	FOUR_MORPHEME1	j uː t i	j uː t i	j uː t - i	30
1334	Kuji-Oohama	FOUR_MORPHEME1	j u t	j u t	j u t - -	30
1335	Kuroshima	FOUR_MORPHEME1	j uː ʧ i	j uː ʧ i	j uː ʧ - i	30
1336	Kushi	FOUR_MORPHEME1	j uː t ɨ	j uː t ɨ	j uː t - ɨ	30
1337	Kyoto	FOUR_MORPHEME1	j o t ʦ u	j o t ʦ u	j o t ʦ u	30
1338	Matsubara	FOUR_MORPHEME1	j uː ʧ i	j uː ʧ i	j uː ʧ - i	30
1339	Mugiya	FOUR_MORPHEME1	j uː ʧ i	j uː ʧ i	j uː ʧ - i	30
1340	Nago	FOUR_MORPHEME1	j uː ʧ i	j uː ʧ i	j uː ʧ - i	30
1341	Naze	FOUR_MORPHEME1	j uː ʧ i	j uː ʧ i	j uː ʧ - i	30
1342	Ohama	FOUR_MORPHEME1	j uː ʦ ɨ	j uː ʦ ɨ	j uː ʦ - ɨ	30
1343	Ongachi	FOUR_MORPHEME1	j uː ʦ ɨ	j uː ʦ ɨ	j uː ʦ - ɨ	30
1344	Ou	FOUR_MORPHEME1	j uː ʧ i	j uː ʧ i	j uː ʧ - i	30
1345	Oura	FOUR_MORPHEME1	j uː ʦ ɨ	j uː ʦ ɨ	j uː ʦ - ɨ	30
1346	Ritchou	FOUR_MORPHEME1	j uː ʧ i	j uː ʧ i	j uː ʧ - i	30
1347	Sakimotobu	FOUR_MORPHEME1	j uː ʧ i	j uː ʧ i	j uː ʧ - i	30
1348	San	FOUR_MORPHEME1	j uː ʦ ɨ	j uː ʦ ɨ	j uː ʦ - ɨ	30
1349	Sani	FOUR_MORPHEME1	j uː ʦ ɨ	j uː ʦ ɨ	j uː ʦ - ɨ	30
1350	Sena	FOUR_MORPHEME1	j uː ʧ i	j uː ʧ i	j uː ʧ - i	30
1351	Serikaku	FOUR_MORPHEME1	j uː ʧ i	j uː ʧ i	j uː ʧ - i	30
1352	Shiomichi	FOUR_MORPHEME1	j uː t u	j uː t u	j uː t - u	30
1353	Shitooke	FOUR_MORPHEME1	j uː ʦ u	j uː ʦ u	j uː ʦ - u	30
1354	Shuri	FOUR_MORPHEME1	j uː ʧ i	j uː ʧ i	j uː ʧ - i	30
1355	Sonai	FOUR_MORPHEME1	j uː ʧ i	j uː ʧ i	j uː ʧ - i	30
1356	Taketomi	FOUR_MORPHEME1	j uː ʦ ɨ	j uː ʦ ɨ	j uː ʦ - ɨ	30
1357	Tarama	FOUR_MORPHEME1	j uː ʦ ɨ	j uː ʦ ɨ	j uː ʦ - ɨ	30
1358	Tatsugo	FOUR_MORPHEME1	j uː ʦ ɨ	j uː ʦ ɨ	j uː ʦ - ɨ	30
1359	Uechi	FOUR_MORPHEME1	j uː ʦ ɨ	j uː ʦ ɨ	j uː ʦ - ɨ	30
1360	Uegusuku	FOUR_MORPHEME1	j uː ʧ i	j uː ʧ i	j uː ʧ - i	30
1361	Wadomari	FOUR_MORPHEME1	j uː ʧ i	j uː ʧ i	j uː ʧ - i	30
1362	Wan	FOUR_MORPHEME1	j uː t u	j uː t u	j uː t - u	30
1363	Yadon	FOUR_MORPHEME1	j uː t	j uː t	j uː t - -	30
1364	Yonaguni	FOUR_MORPHEME1	d uː ʧ i	d uː ʧ i	d uː ʧ - i	30
1365	Yoro	FOUR_MORPHEME1	j uː t	j uː t	j uː t - -	30
1366	Yuwan	FOUR_MORPHEME1	j uː ʦ ɨ	j uː ʦ ɨ	j uː ʦ - ɨ	30
1367	Kagoshima	FRONT_MORPHEME	m a e	m a e	m a e	31
1368	Kyoto	FRONT_MORPHEME	m a e	m a e	m a e	31
1369	Hentona	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1370	Iheya	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1371	Ikema	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1372	Isen	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1373	Ishikawa	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1374	Itoman	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1375	Izena	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1376	Kagoshima	FRUIT_MORPHEME1	m i	m i	m i	32
1377	Kagoshima	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1378	Kametsu	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1379	Keraji	FRUIT_MORPHEME1	n iː	n iː	n iː	32
1380	Koniya	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1381	Kudaka	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1382	Kuji-Oohama	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1383	Kushi	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1384	Kyoto	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1385	Matsubara	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1386	Mugiya	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1387	Nago	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1388	Naze	FRUIT_MORPHEME1	m i	m i	m i	32
1389	Ohama	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1390	Ongachi	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1391	Ou	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1392	Ritchou	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1393	Sakimotobu	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1394	San	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1395	Sani	FRUIT_MORPHEME1	m i	m i	m i	32
1396	Sena	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1397	Serikaku	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1398	Shiomichi	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1399	Shitooke	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1400	Shuri	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1401	Tatsugo	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1402	Uegusuku	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1403	Wadomari	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1404	Wan	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1405	Yadon	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1406	Yoro	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1407	Yuwan	FRUIT_MORPHEME1	m iː	m iː	m iː	32
1408	Chabana	GETDRUNK_MORPHEME1	w u i	w u i	w - u i	33
1409	Hateruma	GETDRUNK_MORPHEME1	b i	b i	b - i -	33
1410	Hateruma	GETDRUNK_MORPHEME1	b iː	b iː	b - iː -	33
1411	Hentona	GETDRUNK_MORPHEME1	ʔ u i	ʔ u i	ʔ - u i	33
1412	Hirara	GETDRUNK_MORPHEME1	b j uː	b j uː	b j uː -	33
1413	Ie	GETDRUNK_MORPHEME1	w iː	w iː	w - iː -	33
1414	Iheya	GETDRUNK_MORPHEME1	w iː	w iː	w - iː -	33
1415	Ikema	GETDRUNK_MORPHEME1	b j uː	b j uː	b j uː -	33
1416	Isen	GETDRUNK_MORPHEME1	j uː	j uː	- j uː -	33
1417	Ishigaki	GETDRUNK_MORPHEME1	b iː	b iː	b - iː -	33
1418	Ishikawa	GETDRUNK_MORPHEME1	w iː	w iː	w - iː -	33
1419	Itoman	GETDRUNK_MORPHEME1	w iː	w iː	w - iː -	33
1420	Izena	GETDRUNK_MORPHEME1	w iː	w iː	w - iː -	33
1421	Kagoshima	GETDRUNK_MORPHEME1	j o	j o	- j o -	33
1422	Kametsu	GETDRUNK_MORPHEME1	j uː	j uː	- j uː -	33
1423	Kametsu	GETDRUNK_MORPHEME1	j uː	j uː	- j uː -	33
1424	Keraji	GETDRUNK_MORPHEME1	j uː	j uː	- j uː -	33
1425	Koniya	GETDRUNK_MORPHEME1	j iː	j iː	- j iː -	33
1426	Koniya	GETDRUNK_MORPHEME1	j iː	j iː	- j iː -	33
1427	Kudaka	GETDRUNK_MORPHEME1	ɡ u i	ɡ u i	ɡ - u i	33
1428	Kuji-Oohama	GETDRUNK_MORPHEME1	j iː	j iː	- j iː -	33
1429	Kuroshima	GETDRUNK_MORPHEME1	b iː	b iː	b - iː -	33
1430	Kushi	GETDRUNK_MORPHEME1	j iː	j iː	- j iː -	33
1431	Kyoto	GETDRUNK_MORPHEME1	j o	j o	- j o -	33
1432	Matsubara	GETDRUNK_MORPHEME1	j uː	j uː	- j uː -	33
1433	Mugiya	GETDRUNK_MORPHEME1	j uː	j uː	- j uː -	33
1434	Nago	GETDRUNK_MORPHEME1	j iː	j iː	- j iː -	33
1435	Naze	GETDRUNK_MORPHEME1	j u	j u	- j u -	33
1436	Ohama	GETDRUNK_MORPHEME1	b iː	b iː	b - iː -	33
1437	Ongachi	GETDRUNK_MORPHEME1	j iː	j iː	- j iː -	33
1438	Ou	GETDRUNK_MORPHEME1	j iː	j iː	- j iː -	33
1439	Ou	GETDRUNK_MORPHEME1	w iː	w iː	w - iː -	33
1440	Oura	GETDRUNK_MORPHEME1	b j uː	b j uː	b j uː -	33
1441	Ritchou	GETDRUNK_MORPHEME1	w u i	w u i	w - u i	33
1442	Sakimotobu	GETDRUNK_MORPHEME1	j iː	j iː	- j iː -	33
1443	San	GETDRUNK_MORPHEME1	j uː	j uː	- j uː -	33
1444	Sani	GETDRUNK_MORPHEME1	j u	j u	- j u -	33
1445	Sena	GETDRUNK_MORPHEME1	j uː	j uː	- j uː -	33
1446	Serikaku	GETDRUNK_MORPHEME1	j uː	j uː	- j uː -	33
1447	Shiomichi	GETDRUNK_MORPHEME1	j uː	j uː	- j uː -	33
1448	Shitooke	GETDRUNK_MORPHEME1	j uː	j uː	- j uː -	33
1449	Shuri	GETDRUNK_MORPHEME1	w iː	w iː	w - iː -	33
1450	Sonai	GETDRUNK_MORPHEME1	b iː	b iː	b - iː -	33
1451	Taketomi	GETDRUNK_MORPHEME1	b iː	b iː	b - iː -	33
1452	Tatsugo	GETDRUNK_MORPHEME1	j u	j u	- j u -	33
1453	Uechi	GETDRUNK_MORPHEME1	b j uː	b j uː	b j uː -	33
1454	Uegusuku	GETDRUNK_MORPHEME1	j uː	j uː	- j uː -	33
1455	Wadomari	GETDRUNK_MORPHEME1	j uː	j uː	- j uː -	33
1456	Wan	GETDRUNK_MORPHEME1	j uː	j uː	- j uː -	33
1457	Yonaguni	GETDRUNK_MORPHEME1	b i	b i	b - i -	33
1458	Yoro	GETDRUNK_MORPHEME1	j iː	j iː	- j iː -	33
1459	Chabana	GETUSED_MORPHEME1	n a r j	n a r j	n a r - j	34
1460	Hateruma	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1461	Hentona	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1462	Hirara	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1463	Ie	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1464	Iheya	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1465	Ikema	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1466	Isen	GETUSED_MORPHEME1	n a r ɘ	n a r ɘ	n a r ɘ -	34
1467	Ishigaki	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1468	Ishigaki	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1469	Ishikawa	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1470	Itoman	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1471	Izena	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1472	Kagoshima	GETUSED_MORPHEME1	n a r u	n a r u	n a r u -	34
1473	Kametsu	GETUSED_MORPHEME1	n a r ɨ	n a r ɨ	n a r ɨ -	34
1474	Kametsu	GETUSED_MORPHEME1	n a r ɨ	n a r ɨ	n a r ɨ -	34
1475	Keraji	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1476	Koniya	GETUSED_MORPHEME1	n a r e	n a r e	n a r e -	34
1477	Koniya	GETUSED_MORPHEME1	n a r ɨ	n a r ɨ	n a r ɨ -	34
1478	Kudaka	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1479	Kuji-Oohama	GETUSED_MORPHEME1	n a r e	n a r e	n a r e -	34
1480	Kuroshima	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1481	Kushi	GETUSED_MORPHEME1	n a r ɨ	n a r ɨ	n a r ɨ -	34
1482	Kyoto	GETUSED_MORPHEME1	n a r e	n a r e	n a r e -	34
1483	Matsubara	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1484	Mugiya	GETUSED_MORPHEME1	n a r j	n a r j	n a r - j	34
1485	Nago	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1486	Naze	GETUSED_MORPHEME1	n a r ɘ	n a r ɘ	n a r ɘ -	34
1487	Naze	GETUSED_MORPHEME1	n a r ɘ	n a r ɘ	n a r ɘ -	34
1488	Naze	GETUSED_MORPHEME1	n a r ɨ	n a r ɨ	n a r ɨ -	34
1489	Ohama	GETUSED_MORPHEME1	n aː r i	n aː r i	n aː r i -	34
1490	Ongachi	GETUSED_MORPHEME1	n a r ɨ	n a r ɨ	n a r ɨ -	34
1491	Ou	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1492	Oura	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1493	Ritchou	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1494	Sakimotobu	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1495	San	GETUSED_MORPHEME1	n a r ɨ	n a r ɨ	n a r ɨ -	34
1496	Sani	GETUSED_MORPHEME1	n a r ɨ	n a r ɨ	n a r ɨ -	34
1497	Sena	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1498	Serikaku	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1499	Shiomichi	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1500	Shitooke	GETUSED_MORPHEME1	n a r ɨ	n a r ɨ	n a r ɨ -	34
1501	Shuri	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1502	Sonai	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1503	Taketomi	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1504	Tarama	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1505	Tatsugo	GETUSED_MORPHEME1	n a r ɘ	n a r ɘ	n a r ɘ -	34
1506	Uechi	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1507	Uegusuku	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1508	Wadomari	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1509	Wan	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1510	Yadon	GETUSED_MORPHEME1	n a r ɨ	n a r ɨ	n a r ɨ -	34
1511	Yonaguni	GETUSED_MORPHEME1	n a r i	n a r i	n a r i -	34
1512	Yoro	GETUSED_MORPHEME1	n a r ɘ	n a r ɘ	n a r ɘ -	34
1513	Yuwan	GETUSED_MORPHEME1	n a r ɨ	n a r ɨ	n a r ɨ -	34
1514	Chabana	GRASS_MORPHEME1	k u s a	k u s a	k u s a	35
1515	Hateruma	GRASS_MORPHEME1	f u s a	f u s a	f u s a	35
1516	Hateruma	GRASS_MORPHEME1	ɸ u ʦ a	ɸ u ʦ a	ɸ u ʦ a	35
1517	Hentona	GRASS_MORPHEME1	kˀ u s a	kˀ u s a	kˀ u s a	35
1518	Hirara	GRASS_MORPHEME1	f u s a	f u s a	f u s a	35
1519	Ie	GRASS_MORPHEME1	ʦˀ aː	ʦˀ aː	- - ʦˀ aː	35
1520	Iheya	GRASS_MORPHEME1	k u s aː	k u s aː	k u s aː	35
1521	Ikema	GRASS_MORPHEME1	f f a	f f a	f - f a	35
1522	Ikema	GRASS_MORPHEME1	f u s a	f u s a	f u s a	35
1523	Isen	GRASS_MORPHEME1	k u s a	k u s a	k u s a	35
1524	Ishigaki	GRASS_MORPHEME1	ɸ u s a	ɸ u s a	ɸ u s a	35
1525	Ishikawa	GRASS_MORPHEME1	k u s a	k u s a	k u s a	35
1526	Itoman	GRASS_MORPHEME1	k u s a	k u s a	k u s a	35
1527	Izena	GRASS_MORPHEME1	k u s aː	k u s aː	k u s aː	35
1528	Kagoshima	GRASS_MORPHEME1	k u s a	k u s a	k u s a	35
1529	Kametsu	GRASS_MORPHEME1	k u s a	k u s a	k u s a	35
1530	Koniya	GRASS_MORPHEME1	k u s a	k u s a	k u s a	35
1531	Kudaka	GRASS_MORPHEME1	k u ɬ a	k u ɬ a	k u ɬ a	35
1532	Kuji-Oohama	GRASS_MORPHEME1	k u s aː	k u s aː	k u s aː	35
1533	Kuroshima	GRASS_MORPHEME1	ʣ aː	ʣ aː	- - ʣ aː	35
1534	Kushi	GRASS_MORPHEME1	k u s a	k u s a	k u s a	35
1535	Kyoto	GRASS_MORPHEME1	k u s a	k u s a	k u s a	35
1536	Matsubara	GRASS_MORPHEME1	k u s aː	k u s aː	k u s aː	35
1537	Nago	GRASS_MORPHEME1	k u s aː	k u s aː	k u s aː	35
1538	Naze	GRASS_MORPHEME1	k u s a	k u s a	k u s a	35
1539	Naze	GRASS_MORPHEME1	s s a	s s a	s - s a	35
1540	Ohama	GRASS_MORPHEME1	ɸ u s a	ɸ u s a	ɸ u s a	35
1541	Ongachi	GRASS_MORPHEME1	k u s a	k u s a	k u s a	35
1542	Ou	GRASS_MORPHEME1	k u s a	k u s a	k u s a	35
1543	Oura	GRASS_MORPHEME1	s s a	s s a	s - s a	35
1544	Sakimotobu	GRASS_MORPHEME1	k u s aː	k u s aː	k u s aː	35
1545	San	GRASS_MORPHEME1	k u s a	k u s a	k u s a	35
1546	Sani	GRASS_MORPHEME1	k u s a	k u s a	k u s a	35
1547	Serikaku	GRASS_MORPHEME1	k u s aː	k u s aː	k u s aː	35
1548	Shitooke	GRASS_MORPHEME1	s s a	s s a	s - s a	35
1549	Shuri	GRASS_MORPHEME1	k u s a	k u s a	k u s a	35
1550	Sonai	GRASS_MORPHEME1	ɸ u s a	ɸ u s a	ɸ u s a	35
1551	Taketomi	GRASS_MORPHEME1	s s a	s s a	s - s a	35
1552	Tarama	GRASS_MORPHEME1	f u ʃ a	f u ʃ a	f u ʃ a	35
1553	Tatsugo	GRASS_MORPHEME1	k u s a	k u s a	k u s a	35
1554	Uechi	GRASS_MORPHEME1	f u s a	f u s a	f u s a	35
1555	Yadon	GRASS_MORPHEME1	k u s a	k u s a	k u s a	35
1556	Yonaguni	GRASS_MORPHEME1	ʦˀ aː	ʦˀ aː	- - ʦˀ aː	35
1557	Yoro	GRASS_MORPHEME1	k u s a	k u s a	k u s a	35
1558	Yuwan	GRASS_MORPHEME1	k u s aː	k u s aː	k u s aː	35
1559	Ie	HAIR_MORPHEME1	ɡ i	ɡ i	ɡ i	36
1560	Kagoshima	HAIR_MORPHEME1	ɡ e	ɡ e	ɡ e	36
1561	Kyoto	HAIR_MORPHEME1	ŋ e	ŋ e	ŋ e	36
1562	San	HAIR_MORPHEME1	ɡ ɨ	ɡ ɨ	ɡ ɨ	36
1563	Chabana	HAND_MORPHEME1	t iː	t iː	t iː	37
1564	Hateruma	HAND_MORPHEME1	ʃ iː	ʃ iː	ʃ iː	37
1565	Hentona	HAND_MORPHEME1	t iː	t iː	t iː	37
1566	Hirara	HAND_MORPHEME1	t iː	t iː	t iː	37
1567	Ie	HAND_MORPHEME1	t iː	t iː	t iː	37
1568	Iheya	HAND_MORPHEME1	t iː	t iː	t iː	37
1569	Ikema	HAND_MORPHEME1	t iː	t iː	t iː	37
1570	Isen	HAND_MORPHEME1	t ɪː	t ɪː	t ɪː	37
1571	Ishigaki	HAND_MORPHEME1	t iː	t iː	t iː	37
1572	Ishikawa	HAND_MORPHEME1	t iː	t iː	t iː	37
1573	Itoman	HAND_MORPHEME1	t iː	t iː	t iː	37
1574	Izena	HAND_MORPHEME1	t iː	t iː	t iː	37
1575	Kagoshima	HAND_MORPHEME1	t e	t e	t e	37
1576	Kametsu	HAND_MORPHEME1	t ɨː	t ɨː	t ɨː	37
1577	Keraji	HAND_MORPHEME1	t iː	t iː	t iː	37
1578	Koniya	HAND_MORPHEME1	t ɨː	t ɨː	t ɨː	37
1579	Kudaka	HAND_MORPHEME1	ɬ iː	ɬ iː	ɬ iː	37
1580	Kuji-Oohama	HAND_MORPHEME1	t ɪː	t ɪː	t ɪː	37
1581	Kuroshima	HAND_MORPHEME1	t iː	t iː	t iː	37
1582	Kushi	HAND_MORPHEME1	t ɨː	t ɨː	t ɨː	37
1583	Kyoto	HAND_MORPHEME1	t eː	t eː	t eː	37
1584	Matsubara	HAND_MORPHEME1	t ɨː	t ɨː	t ɨː	37
1585	Nago	HAND_MORPHEME1	t iː	t iː	t iː	37
1586	Naze	HAND_MORPHEME1	t ɨ	t ɨ	t ɨ	37
1587	Ohama	HAND_MORPHEME1	t iː	t iː	t iː	37
1588	Ongachi	HAND_MORPHEME1	t ɨː	t ɨː	t ɨː	37
1589	Ou	HAND_MORPHEME1	t iː	t iː	t iː	37
1590	Ou	HAND_MORPHEME1	ʧ iː	ʧ iː	ʧ iː	37
1591	Oura	HAND_MORPHEME1	t iː	t iː	t iː	37
1592	Sakimotobu	HAND_MORPHEME1	t iː	t iː	t iː	37
1593	San	HAND_MORPHEME1	t ɨː	t ɨː	t ɨː	37
1594	Sani	HAND_MORPHEME1	t ɨ	t ɨ	t ɨ	37
1595	Serikaku	HAND_MORPHEME1	t iː	t iː	t iː	37
1596	Shiomichi	HAND_MORPHEME1	t iː	t iː	t iː	37
1597	Shitooke	HAND_MORPHEME1	t ɨː	t ɨː	t ɨː	37
1598	Shuri	HAND_MORPHEME1	t iː	t iː	t iː	37
1599	Sonai	HAND_MORPHEME1	t iː	t iː	t iː	37
1600	Taketomi	HAND_MORPHEME1	t iː	t iː	t iː	37
1601	Tarama	HAND_MORPHEME1	t iː	t iː	t iː	37
1602	Tatsugo	HAND_MORPHEME1	t ɨː	t ɨː	t ɨː	37
1603	Uechi	HAND_MORPHEME1	t iː	t iː	t iː	37
1604	Wan	HAND_MORPHEME1	t iː	t iː	t iː	37
1605	Yadon	HAND_MORPHEME1	t ɨː	t ɨː	t ɨː	37
1606	Yonaguni	HAND_MORPHEME1	t iː	t iː	t iː	37
1607	Yoro	HAND_MORPHEME1	t ɨː	t ɨː	t ɨː	37
1608	Yuwan	HAND_MORPHEME1	t ɨː	t ɨː	t ɨː	37
1609	Chabana	HEART_MORPHEME1	k u k u r u	k u k u r u	k u k u r u	38
1610	Hateruma	HEART_MORPHEME1	k u k u r u	k u k u r u	k u k u r u	38
1611	Hentona	HEART_MORPHEME1	k u k u r u	k u k u r u	k u k u r u	38
1612	Hirara	HEART_MORPHEME1	k u k u r u	k u k u r u	k u k u r u	38
1613	Ie	HEART_MORPHEME1	k u k u r u	k u k u r u	k u k u r u	38
1614	Iheya	HEART_MORPHEME1	k u k u r uː	k u k u r uː	k u k u r uː	38
1615	Isen	HEART_MORPHEME1	k u k u r u	k u k u r u	k u k u r u	38
1616	Ishigaki	HEART_MORPHEME1	k u k u r u	k u k u r u	k u k u r u	38
1617	Ishikawa	HEART_MORPHEME1	k u k u r u	k u k u r u	k u k u r u	38
1618	Itoman	HEART_MORPHEME1	k u k u r u	k u k u r u	k u k u r u	38
1619	Izena	HEART_MORPHEME1	k u k u r uː	k u k u r uː	k u k u r uː	38
1620	Kagoshima	HEART_MORPHEME1	k o k o r o	k o k o r o	k o k o r o	38
1621	Kametsu	HEART_MORPHEME1	k u k u r u	k u k u r u	k u k u r u	38
1622	Keraji	HEART_MORPHEME1	k u k u r u	k u k u r u	k u k u r u	38
1623	Koniya	HEART_MORPHEME1	k u h o r o	k u h o r o	k u h o r o	38
1624	Kudaka	HEART_MORPHEME1	ɸ u k u r u	ɸ u k u r u	ɸ u k u r u	38
1625	Kuji-Oohama	HEART_MORPHEME1	k oː r o	k oː r o	k oː - - r o	38
1626	Kuroshima	HEART_MORPHEME1	k u k u r u	k u k u r u	k u k u r u	38
1627	Kushi	HEART_MORPHEME1	k oː r o	k oː r o	k oː - - r o	38
